Name,Latitude,Longitude,URL,Location,info,applicationDeadline,percentOfAdmitted,SATT,SATR,SATM,SATW,ACTC,ACTE,ACTM,tuition,in_state,out_state,room,book,undergraduate,category,setting,student_faculty,percentOfWomen
University of St Thomas,44.9419215,-93.189749,http://z2.cheggcdn.com/sites/default/files/2011/10/03/stth_aosq.jpg,"Houston, TX","The University of St. Thomas, founded in 1947, is a private, church-affiliated, liberal arts university. Its 20-acre campus is located in downtown Houston.","Regular Decision: Feb 1, 2015","80%
         
          of Applicants Admitted",1510-1848 SAT Total,500-608 SAT Reading,520-630 SAT Math,490-610 SAT Writing,23-28 ACT Composite,21-29 ACT English,22-28 ACT Math,"$39,370

Annual tuition, fees, books, supplies, room and board","In-State Tuition: $26,550","Out-of-State Tuition: $26,550","Room and Board: $3,842","Books & Supplies: $1,078","1,747number of undergraduates",private-non-profit,Setting: city,24% Women,
University of Cambridge,52.2042666,0.114908499999955,http://z2.cheggcdn.com/sites/default/files/imagecache/175wide/imagefield_default_images/zinch-default.png,,,,,,,,,,,,,,,,,,,,,
San Diego Mesa College,32.8050306,-117.168808399999,http://z2.cheggcdn.com/sites/default/files/imagecache/175wide/imagefield_default_images/zinch-default.png,"San Diego, CA",,,,,,,,,,,"$2,769

Annual tuition, fees, books, supplies, room and board","In-State Tuition: $1,104","Out-of-State Tuition: $5,496",Room and Board: $0,"Books & Supplies: $1,665","35,781number of undergraduates",public,Setting: city,52% Women,
Central Georgia Technical College,32.8102726,-83.6920920999999,http://z2.cheggcdn.com/sites/default/files/imagecache/175wide/imagefield_default_images/zinch-default.png,"Macon, GA",,,,,,,,,,,"$3,306

Annual tuition, fees, books, supplies, room and board","In-State Tuition: $1,920","Out-of-State Tuition: $3,840",Room and Board: $0,"Books & Supplies: $1,386","8,672number of undergraduates",public,Setting: city,65% Women,
Golden Gate University-San Francisco,37.7892921,-122.3989821,http://z2.cheggcdn.com/sites/default/files/2010/03/30/golden_gate_university_2.jpg,"San Francisco, CA","Golden Gate, founded in 1853, is a private university. Its urban campus is located in San Francisco's downtown financial district.",,,,,,,,,,"$16,080

Annual tuition, fees, books, supplies, room and board","In-State Tuition: $14,160","Out-of-State Tuition: $14,160",Room and Board: $0,"Books & Supplies: $1,920",679number of undergraduates,private-non-profit,Setting: city,8% Women,
Ottawa University,45.4231063999999,-75.6831328999999,http://z2.cheggcdn.com/sites/default/files/zinch_legacy/2008/4/03/364311/Ottawa_AO-05-12-2008-14-45-33.jpg,"Ottawa, KS","Ottawa University is an accredited, non-profit, Christian University, committed to helping students make an impact in their world. With six locations In Kansas, Indiana, Arizona, and Wisconsin, Ottawa University provides a traditional university education for students and is also a leader in adult education, offering on-line undergraduate and graduate programs for the convenience of its students.OU has an unwavering commitment to quality, Christ-centered education and activities, and aims to provide the best, most accessible programs to its students.Ottawa University .....","Regular Decision: May 1, 2015","96%
         
          of Applicants Admitted",,,,,,,,"$34,515

Annual tuition, fees, books, supplies, room and board","In-State Tuition: $22,400","Out-of-State Tuition: $22,400","Room and Board: $3,529","Books & Supplies: $1,100",610number of undergraduates,private-non-profit,Setting: town,44% Women,
City Colleges of Chicago-Harold Washington College,41.8857623,-87.6287136999999,http://z2.cheggcdn.com/sites/default/files/imagecache/175wide/imagefield_default_images/zinch-default.png,"Chicago, IL",,,,,,,,,,,"$7,417

Annual tuition, fees, books, supplies, room and board","In-State Tuition: $5,561","Out-of-State Tuition: $7,098",Room and Board: $0,"Books & Supplies: $1,856","17,602number of undergraduates",public,Setting: city,50% Women,
Brescia University,37.7691526,-87.1130367,http://z2.cheggcdn.com/sites/default/files/zinch_legacy/2009/7/20/1055104/2400052_Brescia_University.jpg,"Owensboro, KY","Brescia, founded in 1950, is a church-affiliated, liberal arts university. Its nine-acre campus is located near downtown Owensboro, 32 miles southeast of Evansville, Ind., and 125 miles west of Louisville.",Offers Rolling Admission,"16%
         
          of Applicants Admitted",410-510 SAT Math,,,,19-25 ACT Composite,19-25 ACT English,18-23 ACT Math,"$29,000

Annual tuition, fees, books, supplies, room and board","In-State Tuition: $18,500","Out-of-State Tuition: $18,500","Room and Board: $1,000","Books & Supplies: $1,500",830number of undergraduates,private-non-profit,Setting: city,65% Women,
Gwynedd Mercy College,40.1403285,-75.1725354999999,http://z2.cheggcdn.com/sites/default/files/zinch_legacy/2009/7/20/605863/Gwyn_AO-03-16-2009-15-00-30.jpg,"Gwynedd Valley, PA","Gwynedd-Mercy is a church-affiliated college. It was founded as a junior college for women in 1948, became a four-year college in 1963, and adopted coeduation in 1973. Its 170-acre campus is located northwest of Philadelphia.",Offers Rolling Admission,"66%
         
          of Applicants Admitted",1290-1590 SAT Total,430-530 SAT Reading,430-530 SAT Math,430-530 SAT Writing,18-23 ACT Composite,,,"$39,920

Annual tuition, fees, books, supplies, room and board","In-State Tuition: $27,740","Out-of-State Tuition: $27,740","Room and Board: $1,000","Books & Supplies: $1,000","2,641number of undergraduates",private-non-profit,Setting: suburban,63% Women,
Kirkwood Community College,41.9778795,-91.6656232,http://z2.cheggcdn.com/sites/default/files/imagecache/175wide/imagefield_default_images/zinch-default.png,"Cedar Rapids, IA",,,,,,,,,,,"$5,306

Annual tuition, fees, books, supplies, room and board","In-State Tuition: $3,990","Out-of-State Tuition: $4,740",Room and Board: $0,"Books & Supplies: $1,316","21,621number of undergraduates",public,Setting: city,53% Women,
Mount Aloysius College,40.4594813,-78.6036957,http://z2.cheggcdn.com/sites/default/files/zinch_legacy/2008/3/13/334678/3000094_Mount_Aloysius_College.jpg,"Cresson, PA","Established in 1853, Mount Aloysius is a comprehensive, liberal arts and science-based institution with a commitment to career-directed study. Rooted in Catholic tradition, Mount Aloysius College is one of 16 Mercy-sponsored colleges, and universities in the United States and is a member of the Conference for Mercy Higher Education.

Mount Aloysius College is a caring and just learning community with deep traditions of hospitality and compassion. A co-educational college, Mount Aloysius College’s commitment to creating a widely welcoming environment for living, learning and personal .....","Regular Decision: Aug 3, 2015","71%
         
          of Applicants Admitted",1220-1493 SAT Total,410-503 SAT Reading,410-500 SAT Math,400-490 SAT Writing,17-21 ACT Composite,15-20 ACT English,16-20 ACT Math,"$29,976

Annual tuition, fees, books, supplies, room and board","In-State Tuition: $20,790","Out-of-State Tuition: $20,790","Room and Board: $9,186",Books & Supplies: $0,"1,300number of undergraduates",private-non-profit,Setting: town,Student/Faculty ratio: 13:1,73% Women
St Petersburg College,27.7783165,-82.7329561999999,http://z2.cheggcdn.com/sites/default/files/zinch_legacy/2009/10/30/1531823/3302062_St_Petersburg_College.jpg,"Clearwater, FL",,,,,,,,,,,"$4,028

Annual tuition, fees, books, supplies, room and board","In-State Tuition: $2,428","Out-of-State Tuition: $9,717",Room and Board: $0,"Books & Supplies: $1,600","44,577number of undergraduates",public,Setting: city,60% Women,
Mount Ida College,42.2938451,-71.1931230999999,http://z2.cheggcdn.com/sites/default/files/zinch_legacy/2009/10/30/1531574/1101083_Mount_Ida_College.jpg,"Newton, MA","Mount Ida, founded in 1899, is a private, liberal arts college. Its 85-acre campus is located in Newton Centre, eight miles west of Boston.","Regular Decision: Aug 15, 2015","61%
         
          of Applicants Admitted",1120-1450 SAT Total,370-480 SAT Reading,380-490 SAT Math,370-480 SAT Writing,16-22 ACT Composite,,,"$42,344

Annual tuition, fees, books, supplies, room and board","In-State Tuition: $26,644","Out-of-State Tuition: $26,644","Room and Board: $2,000","Books & Supplies: $1,200","1,483number of undergraduates",private-non-profit,Setting: city,65% Women,
University of Texas Southwestern Medical Center--Dallas,32.815998,-96.8451515,http://z2.cheggcdn.com/sites/default/files/imagecache/175wide/imagefield_default_images/zinch-default.png,,,,,,,,,,,,,,,,,,,,,
Lewis-Clark State College,46.4109617,-117.025712199999,http://z2.cheggcdn.com/sites/default/files/2010/03/30/lewis-clark_state_0.jpg,"Lewiston, ID","Lewis-Clark, founded in 1893, is a public, multipurpose institution. Its 44-acre campus is located in a residential area of Lewiston.",Offers Rolling Admission,"99%
         
          of Applicants Admitted",440-530 SAT Reading,440-540 SAT Math,,,18-23 ACT Composite,17-23 ACT English,16-23 ACT Math,"$16,218

Annual tuition, fees, books, supplies, room and board","In-State Tuition: $4,338","Out-of-State Tuition: $14,252","Room and Board: $3,650","Books & Supplies: $1,630","5,911number of undergraduates",,60% Women,,
SUNY College of Agriculture and Technology at Cobleskill,42.6718248,-74.4982631,http://z2.cheggcdn.com/sites/default/files/zinch_legacy/2007/7/129217/3000130_SUNY_College_of_Agriculture_and_Technology_at_Cobleskill.jpg,"Cobleskill, NY","The College of Agriculture and Technology at Cobleskill, founded in 1911, is a public, coeducational institution that is part of the State University of New York system. Its 750-acre campus is located in Cobleskill.","Regular Decision: May 1, 2015","75%
         
          of Applicants Admitted",1360-1660 SAT Total,450-550 SAT Reading,460-560 SAT Math,450-550 SAT Writing,20-23 ACT Composite,,,"$19,728

Annual tuition, fees, books, supplies, room and board","In-State Tuition: $5,570","Out-of-State Tuition: $14,820","Room and Board: $2,092","Books & Supplies: $1,200","2,897number of undergraduates",public,Setting: town,51% Women,
Ohio State University-Mansfield Campus,40.7975735,-82.5817733,http://z2.cheggcdn.com/sites/default/files/2011/05/16/mansfield_logo_0.jpg,"Mansfield, OH","The Ohio State University at Mansfield offers all the resources of a major university within the close-knit, student-friendly environment of a small liberal arts college.  Established in the early 1960’s, OSU Mansfield has grown into a nationally recognized higher learning institution offering a wide range of degrees in art, education, psychology, social work, and theatre.  Students also enjoy a lower tuition at OSU Mansfield, compared to other institutions in the state university system.",,,,,,,,,,"$21,400

Annual tuition, fees, books, supplies, room and board","In-State Tuition: $6,912","Out-of-State Tuition: $22,320","Room and Board: $3,614","Books & Supplies: $1,248","1,556number of undergraduates",public,Setting: rural,53% Women,
Pikeville College,37.4795448,-82.5195138,http://z2.cheggcdn.com/sites/default/files/imagecache/175wide/imagefield_default_images/zinch-default.png,"Pikeville, KY","Pikeville, founded in 1889, is a private, church-affiliated, liberal arts college. Its 20-acre campus is located in Pikeville, in eastern Kentucky.",,,,,,,,,,"$31,750

Annual tuition, fees, books, supplies, room and board","In-State Tuition: $17,050","Out-of-State Tuition: $17,050","Room and Board: $5,500","Books & Supplies: $2,500","1,618number of undergraduates",private-non-profit,Setting: town,42% Women,
Del Mar College,27.7640888,-97.4071616999999,http://z2.cheggcdn.com/sites/default/files/imagecache/175wide/imagefield_default_images/zinch-default.png,"Corpus Christi, TX",,,,,,,,,,,"$2,567

Annual tuition, fees, books, supplies, room and board","In-State Tuition: $1,352","Out-of-State Tuition: $2,314",Room and Board: $0,"Books & Supplies: $1,215","16,453number of undergraduates",public,Setting: city,57% Women,
Morris Brown College,33.7547729,-84.4089505,http://z2.cheggcdn.com/sites/default/files/imagecache/175wide/2010/12/06/209-foundation20logo.gif,,,,,,,,,,,,,,,,,,,,,
Cypress College,33.8281183,-118.026057299999,http://z2.cheggcdn.com/sites/default/files/imagecache/175wide/imagefield_default_images/zinch-default.png,"Cypress, CA",,,,,,,,,,,"$2,804

Annual tuition, fees, books, supplies, room and board","In-State Tuition: $1,104","Out-of-State Tuition: $5,952",Room and Board: $0,"Books & Supplies: $1,700","19,873number of undergraduates",public,Setting: suburban,55% Women,
El Centro College,32.7798502,-96.8053340999999,http://z2.cheggcdn.com/sites/default/files/imagecache/175wide/imagefield_default_images/zinch-default.png,"Dallas, TX",,,,,,,,,,,"$4,065

Annual tuition, fees, books, supplies, room and board","In-State Tuition: $2,490","Out-of-State Tuition: $3,960",Room and Board: $0,"Books & Supplies: $1,575","20,288number of undergraduates",public,Setting: city,66% Women,
East Georgia College,32.5951502,-82.3077074,http://z2.cheggcdn.com/sites/default/files/imagecache/175wide/imagefield_default_images/zinch-default.png,"Swainsboro, GA",,,,,,,,,,,"$15,145

Annual tuition, fees, books, supplies, room and board","In-State Tuition: $2,026","Out-of-State Tuition: $7,666","Room and Board: $5,012",Books & Supplies: $875,"4,533number of undergraduates",public,Setting: rural,57% Women,
City Colleges of Chicago-Wilbur Wright College,41.8783395,7.63494839999998,http://z2.cheggcdn.com/sites/default/files/imagecache/175wide/imagefield_default_images/zinch-default.png,"Chicago, IL",,,,,,,,,,,"$7,417

Annual tuition, fees, books, supplies, room and board","In-State Tuition: $5,561","Out-of-State Tuition: $7,098",Room and Board: $0,"Books & Supplies: $1,856","19,137number of undergraduates",public,Setting: city,58% Women,
Mott Community College,42.9958862,-83.7730237,http://z2.cheggcdn.com/sites/default/files/imagecache/175wide/imagefield_default_images/zinch-default.png,"Flint, MI",,,,,,,,,,,"$5,061

Annual tuition, fees, books, supplies, room and board","In-State Tuition: $3,882","Out-of-State Tuition: $5,181",Room and Board: $0,"Books & Supplies: $1,179","17,045number of undergraduates",public,Setting: city,59% Women,
Muskegon Community College,43.2483104,-86.1967879,http://z2.cheggcdn.com/sites/default/files/imagecache/175wide/imagefield_default_images/zinch-default.png,"Muskegon, MI",,,,,,,,,,,"$5,152

Annual tuition, fees, books, supplies, room and board","In-State Tuition: $4,052","Out-of-State Tuition: $5,561",Room and Board: $0,"Books & Supplies: $1,100","7,331number of undergraduates",public,Setting: city,56% Women,
Clark College,36.0795613,-115.094045,http://z2.cheggcdn.com/sites/default/files/imagecache/175wide/imagefield_default_images/zinch-default.png,"Vancouver, WA",,,,,,,,,,,"$4,406

Annual tuition, fees, books, supplies, room and board","In-State Tuition: $3,407","Out-of-State Tuition: $8,597",Room and Board: $0,Books & Supplies: $999,"19,465number of undergraduates",public,Setting: city,56% Women,
San Joaquin Delta College,38.7422062,-108.0689582,http://z2.cheggcdn.com/sites/default/files/imagecache/175wide/imagefield_default_images/zinch-default.png,"Stockton, CA",,,,,,,,,,,"$2,769

Annual tuition, fees, books, supplies, room and board","In-State Tuition: $1,104","Out-of-State Tuition: $5,664",Room and Board: $0,"Books & Supplies: $1,665","26,015number of undergraduates",public,Setting: city,58% Women,
California Culinary Academy,37.7656842,-122.402999099999,http://z2.cheggcdn.com/sites/default/files/imagecache/175wide/2010/12/06/216-california_culinary_academy.gif,"San Francisco, CA",,,,,,,,,,,"$15,317

Annual tuition, fees, books, supplies, room and board","In-State Tuition: $14,987","Out-of-State Tuition: $14,987",Room and Board: $0,Books & Supplies: $330,"1,016number of undergraduates",private-for-profit,Setting: city,43% Women,
The Art Institute of Michigan,42.4998677,-83.4429645999999,http://z2.cheggcdn.com/sites/default/files/imagecache/175wide/2011/03/15/aimd_michigan_ctr_4c.jpg,"Novi, MI","The Art Institute of Michigan provides students with an educational environment and dedicated faculty members committed to preparing students to pursue entry-level positions in the creative arts. Under the guidance of industry professionals, students learn by doing the types of tasks they are likely to encounter in the workplace. In addition, assistance is available to help students with resume writing, networking, and keeping aware of what employers are looking for in job candidates. The school offers seven bachelor's degree programs and four associate degree programs.",Offers Rolling Admission,"59%
         
          of Applicants Admitted",,,,,,,,"$32,886

Annual tuition, fees, books, supplies, room and board","In-State Tuition: $17,388","Out-of-State Tuition: $17,388","Room and Board: $4,998","Books & Supplies: $1,800","1,519number of undergraduates",private-for-profit,Setting: city,Student/Faculty ratio: 17:1,57% Women
City College of San Francisco,37.7258629,-122.4511393,http://z2.cheggcdn.com/sites/default/files/imagecache/175wide/imagefield_default_images/zinch-default.png,"San Francisco, CA",,,,,,,,,,,"$1,665

Annual tuition, fees, books, supplies, room and board",In-State Tuition: $0,"Out-of-State Tuition: $5,032",Room and Board: $0,"Books & Supplies: $1,665","48,279number of undergraduates",public,Setting: city,53% Women,
American InterContinental University,41.8600866,-88.0137126999999,http://z2.cheggcdn.com/sites/default/files/zinch_legacy/2009/6/02/942867/AmericanIC_AO-06-02-2009-17-34-05.gif,"Houston, TX","Founded in 1970, American InterContinental University offers a wide range of Associate, Bachelor's and Master's degree programs. Our multi-campus institution of higher learning is focused on helping students acquire industry-current knowledge and skills as they pursue, build and advance their careers in many of today's most in-demand fields.",,,,,,,,,,"$15,450

Annual tuition, fees, books, supplies, room and board","In-State Tuition: $14,250","Out-of-State Tuition: $14,250",Room and Board: $0,"Books & Supplies: $1,200",701number of undergraduates,private-for-profit,Setting: city,47% Women,
Southwest Minnesota State University,44.4557746,-95.7602633999999,http://z2.cheggcdn.com/sites/default/files/zinch_legacy/2007/7/143920/2800053_Southwest_Minnesota_State_University.jpg,"Marshall, MN","Southwest Minnesota State, founded in 1963, is a public university. Its 216-acre campus, in contemporary style, is located in Marshall, 90 miles from Sioux Falls.","Regular Decision: Sep 1, 2015","70%
         
          of Applicants Admitted",1270-1565 SAT Total,440-525 SAT Reading,420-540 SAT Math,410-500 SAT Writing,19-24 ACT Composite,17-23 ACT English,18-24 ACT Math,"$18,348

Annual tuition, fees, books, supplies, room and board","In-State Tuition: $6,986","Out-of-State Tuition: $6,986","Room and Board: $2,938","Books & Supplies: $1,200","7,345number of undergraduates",public,Setting: rural,54% Women,
Northern State University,45.4527447,-98.4836222999999,http://z2.cheggcdn.com/sites/default/files/zinch_legacy/2009/10/30/1531046/1100896_Northern_State_University.jpg,"Aberdeen, SD","Northern State, founded in 1901, is a public, liberal arts university. Its 72-acre campus is located in Aberdeen, north of Sioux Falls.","Regular Decision: Sep 1, 2015","90%
         
          of Applicants Admitted",430-560 SAT Math,470-550 SAT Writing,,,19-24 ACT Composite,18-24 ACT English,18-24 ACT Math,"$14,673

Annual tuition, fees, books, supplies, room and board","In-State Tuition: $3,726","Out-of-State Tuition: $5,590","Room and Board: $3,600","Books & Supplies: $1,200","3,358number of undergraduates",public,Setting: town,46% Women,
Thomas More College,39.0216667,-84.5680762,http://z2.cheggcdn.com/sites/default/files/imagecache/175wide/imagefield_default_images/zinch-default.png,"Crestview Hills, KY","Thomas More, founded in 1921, is a church-affiliated college. Its 100-acre campus is located in Crestview Hills, 10 miles south of Cincinnati.","Regular Decision: Aug 1, 2015","88%
         
          of Applicants Admitted",430-570 SAT Reading,450-570 SAT Math,,,20-25 ACT Composite,20-25 ACT English,19-25 ACT Math,"$36,606

Annual tuition, fees, books, supplies, room and board","In-State Tuition: $25,390","Out-of-State Tuition: $25,390","Room and Board: $2,736","Books & Supplies: $1,200","1,927number of undergraduates",private-non-profit,Setting: suburban,50% Women,
Piedmont College,34.5665363,-83.5419974999999,http://z2.cheggcdn.com/sites/default/files/zinch_legacy/2008/4/14/373595/2600090_Piedmont_College.jpg,"Demorest, GA","Piedmont, founded in 1897, is a private, church-affiliated, multipurpose college. Its 115-acre campus is located in Demorest, 75 miles northeast of Atlanta.","Regular Decision: Jul 1, 2015","56%
         
          of Applicants Admitted",460-570 SAT Reading,450-580 SAT Math,,,20-25 ACT Composite,20-25 ACT English,19-26 ACT Math,"$32,960

Annual tuition, fees, books, supplies, room and board","In-State Tuition: $19,930","Out-of-State Tuition: $19,930","Room and Board: $3,430","Books & Supplies: $1,400","1,517number of undergraduates",private-non-profit,Setting: rural,31% Women,
Front Range Community College,39.9009363,-105.0378043,http://z2.cheggcdn.com/sites/default/files/imagecache/175wide/imagefield_default_images/zinch-default.png,"Westminster, CO",,,,,,,,,,,"$4,455

Annual tuition, fees, books, supplies, room and board","In-State Tuition: $2,706","Out-of-State Tuition: $11,101",Room and Board: $0,"Books & Supplies: $1,749","33,649number of undergraduates",public,Setting: suburban,58% Women,
Southwest Tennessee Community College,35.1373105,-90.0366483999999,http://z2.cheggcdn.com/sites/default/files/imagecache/175wide/imagefield_default_images/zinch-default.png,"Memphis, TN",,Offers Rolling Admission,"100%
         
          of Applicants Admitted",340-493 SAT Math,,,,14-18 ACT Composite,13-19 ACT English,15-17 ACT Math,"$4,240

Annual tuition, fees, books, supplies, room and board","In-State Tuition: $3,240","Out-of-State Tuition: $13,368",Room and Board: $0,"Books & Supplies: $1,000","19,592number of undergraduates",public,Setting: city,64% Women,
King's College London,51.5114864,-0.115996999999993,http://z2.cheggcdn.com/sites/default/files/2011/02/14/2888000_521bbac4011f0_kings-college-160.png,"London, GB","King's College London is dedicated to the advancement of knowledge, learning and understanding in the service of society.",,,,,,,,,,"$33,373

Annual tuition, fees, books, supplies, room and board","In-State Tuition: $14,000","Out-of-State Tuition: $23,000","Room and Board: $10,000",Books & Supplies: $0,"14,997number of undergraduates",public,Setting: city,,
East-West University,41.8712808,-87.6246006,http://z2.cheggcdn.com/sites/default/files/2011/05/16/east-west-university-0d752cca_0.jpg,"Chicago, IL","East-West University was founded in 1980 with the mission of providing quality, affordable, multi-cultural, and forward-looking higher education to Chicago and the world. The institution has grown and prospered over the years, from a noble idea to a significant institution of higher learning accommodating nearly 1200 students.
 
The University maintains a unique place among institutions of higher learning in Chicago and the region. East-West has repeatedly been cited as having the lowest tuition among private schools in the Chicago area, making a higher education with personal attention .....",,,,,,,,,,"$20,300

Annual tuition, fees, books, supplies, room and board","In-State Tuition: $16,800","Out-of-State Tuition: $16,800",Room and Board: $0,"Books & Supplies: $3,500","1,005number of undergraduates",private-non-profit,Setting: city,54% Women,
Butte College,39.6445906,-121.554306199999,http://z2.cheggcdn.com/sites/default/files/imagecache/175wide/imagefield_default_images/zinch-default.png,"Oroville, CA",,,,,,,,,,,"$2,764

Annual tuition, fees, books, supplies, room and board","In-State Tuition: $1,104","Out-of-State Tuition: $5,904",Room and Board: $0,"Books & Supplies: $1,660","16,587number of undergraduates",public,Setting: rural,52% Women,
Pellissippi State Community College,35.9489889,-84.165431,http://z2.cheggcdn.com/sites/default/files/imagecache/175wide/imagefield_default_images/zinch-default.png,"Knoxville, TN",,"Regular Decision: Aug 20, 2013","100%
         
          of Applicants Admitted",1208-1470 SAT Total,370-460 SAT Reading,410-500 SAT Math,428-510 SAT Writing,18-23 ACT Composite,17-23 ACT English,16-22 ACT Math,"$4,540

Annual tuition, fees, books, supplies, room and board","In-State Tuition: $3,240","Out-of-State Tuition: $13,368",Room and Board: $0,"Books & Supplies: $1,300","15,625number of undergraduates",public,Setting: rural,54% Women,
Cincinnati Christian University,39.112829,-84.554754,http://z2.cheggcdn.com/sites/default/files/2011/05/16/cincinnati_christian_university_0.jpg,"Cincinnati, OH","Cincinnati Christian University is a private Christian University in Cincinnati, Ohio. It is primarily supported by Independent Christian Churches/Churches of Christ, a stream of the Restoration Movement. CCU offers undergraduate degrees in biblical studies, ministry, leadership, education, business management, information technology and psychology. Graduate degrees are offered in counseling  MAC , religion  MAR , and divinity  MDiv .","Regular Decision: Jul 1, 2015","67%
         
          of Applicants Admitted",1390-1720 SAT Total,480-590 SAT Reading,450-560 SAT Math,460-570 SAT Writing,18-24 ACT Composite,17-26 ACT English,17-25 ACT Math,"$26,014

Annual tuition, fees, books, supplies, room and board","In-State Tuition: $14,766","Out-of-State Tuition: $14,766","Room and Board: $3,788",Books & Supplies: $900,794number of undergraduates,private-non-profit,Setting: city,Student/Faculty ratio: 15:1,30% Women
Pensacola Junior College,30.4804746,-87.2023055999999,http://z2.cheggcdn.com/sites/default/files/imagecache/175wide/imagefield_default_images/zinch-default.png,"Pensacola, FL",,,,,,,,,,,"$3,951

Annual tuition, fees, books, supplies, room and board","In-State Tuition: $2,051","Out-of-State Tuition: $8,208",Room and Board: $0,"Books & Supplies: $1,900","17,691number of undergraduates",public,Setting: city,62% Women,
Central New Mexico Community College,35.076188,-106.629103999999,http://z2.cheggcdn.com/sites/default/files/imagecache/175wide/imagefield_default_images/zinch-default.png,"Albuquerque, NM",,,,,,,,,,,"$1,878

Annual tuition, fees, books, supplies, room and board","In-State Tuition: $1,158","Out-of-State Tuition: $6,312",Room and Board: $0,Books & Supplies: $720,"42,440number of undergraduates",public,Setting: city,55% Women,
Saint Josephs College,40.919613,-87.155951,http://z2.cheggcdn.com/sites/default/files/zinch_legacy/2009/10/30/1531782/2100301_Saint_Josephs_College.jpg,"Rensselaer, IN","Saint Joseph's, founded in 1891, is a private, church-affiliated college. Programs are offered in the Divisions of Commerce, Education and Arts, Humanities, Mathematics and Natural Science, and Social Sciences. Its 340-acre campus, including a Romanesque brick and stone chapel built in 1910, is located in Rensselaer, 80 miles from Chicago.","Regular Decision: Mar 1, 2015","62%
         
          of Applicants Admitted",440-510 SAT Reading,450-535 SAT Math,,,19-25 ACT Composite,18-25 ACT English,18-25 ACT Math,"$37,610

Annual tuition, fees, books, supplies, room and board","In-State Tuition: $27,160","Out-of-State Tuition: $27,160","Room and Board: $1,300",Books & Supplies: $900,"1,169number of undergraduates",private-non-profit,Setting: rural,58% Women,
Bluefield College,37.2448933,-81.2470647,http://z2.cheggcdn.com/sites/default/files/2012/08/28/9868936_52d6bf2a0d97b_bluefield_college_logo_20140114.png,"Bluefield, VA","Bluefield college is a Christ-centered liberal arts college in covenant with the Baptist General Association of Virginia.  We offer a challenging academic experience within a diverse Christian environment. Our academic and co-curricular programs transform the lives of students by integrating liberal arts with career-oriented studies and service to God and the global community. We are committed to graduating students who think critically, communicate effectively, and adapt readily to a changing world.","Regular Decision: Aug 31, 2015","53%
         
          of Applicants Admitted",412-520 SAT Reading,410-510 SAT Math,,,16-21 ACT Composite,15-21 ACT English,16-21 ACT Math,"$31,200

Annual tuition, fees, books, supplies, room and board","In-State Tuition: $22,840","Out-of-State Tuition: $22,840","Room and Board: $8,360","Books & Supplies: $1,800",979number of undergraduates,private-non-profit,Setting: town,Student/Faculty ratio: 11:1,56% Women
Jefferson State Community College,33.38505,-86.7335011999999,http://z2.cheggcdn.com/sites/default/files/imagecache/175wide/imagefield_default_images/zinch-default.png,"Birmingham, AL",,,,,,,,,,,"$5,126

Annual tuition, fees, books, supplies, room and board","In-State Tuition: $3,270","Out-of-State Tuition: $6,540",Room and Board: $0,"Books & Supplies: $1,856","14,398number of undergraduates",public,Setting: city,61% Women,
Prince George's Community College,38.8845568,-76.8146927999999,http://z2.cheggcdn.com/sites/default/files/imagecache/175wide/imagefield_default_images/zinch-default.png,"Largo, MD",,,,,,,,,,,"$5,528

Annual tuition, fees, books, supplies, room and board","In-State Tuition: $4,128","Out-of-State Tuition: $6,360",Room and Board: $0,"Books & Supplies: $1,400","20,785number of undergraduates",public,Setting: suburban,63% Women,
Waldorf College,43.0099282,-85.7158395999999,http://z2.cheggcdn.com/sites/default/files/2011/05/16/3409411_542c385431131_waldorf09.jpg,"Forest City, IA","You belong at Waldorf College! In the heart of Forest City in north central Iowa, you'll find a private liberal arts college with over a century of history and tradition. Waldorf is a place where ""Learn. Live. Serve."" is more than just a motto, it's who we are! At Waldorf College, it’s all about YOU! We offer popular majors, small classes, loads of sports and activities, a vibrant college community and a generous scholarship program. Big possibilities await you in the small town of Forest City, Iowa! Waldorf is a friendly, private liberal arts school located right in the center of town – .....","Offers Rolling Admission
			Early Decision: Jan 1, 2014Early Action: Jan 1, 2014","60%
         
          of Applicants Admitted",390-430 SAT Reading,400-470 SAT Math,,,18-23 ACT Composite,16-22 ACT English,17-23 ACT Math,"$28,212

Annual tuition, fees, books, supplies, room and board","In-State Tuition: $20,316","Out-of-State Tuition: $20,316","Room and Board: $6,856","Books & Supplies: $1,040","1,185number of undergraduates",private-non-profit,Setting: town,Student/Faculty ratio: 15:1,36% Women
The Art Institute of Washington,38.8958376,-77.0727716999999,http://z2.cheggcdn.com/sites/default/files/2011/03/14/aiw_washington_ctr_4c.jpg,"Arlington, VA",The Art Institute of Washington provides education programs that prepare students to pursue entry-level careers in the creative arts. Programs of study are designed with the support and contributions of the professional community. The curricula are reviewed regularly to help ensure that students are trained to meet the needs of a changing marketplace. The Art Institute of Washington offers fourteen bachelor's degree programs and eight associate degree programs.,Offers Rolling Admission,"67%
         
          of Applicants Admitted",,,,,,,,"$34,342

Annual tuition, fees, books, supplies, room and board","In-State Tuition: $17,496","Out-of-State Tuition: $17,496","Room and Board: $4,998","Books & Supplies: $1,210","2,933number of undergraduates",private-for-profit,Student/Faculty ratio: 20:1,46% Women,
